id_laporan;skpd;kategori;waktu_terima;waktu_selesai;selisih_hari;status;kota/kabupaten
1226706;KELURAHAN CIDENG;Iklan Liar;2019-01-31;2019-02-01;1;complete;Jakarta Pusat
1226694;KELURAHAN PEGANGSAAN;Iklan Liar;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226689;KELURAHAN SENEN;Tanaman Bermasalah;2019-01-31;2019-02-01;1;complete;Jakarta Pusat
1226675;KELURAHAN CIDENG;Iklan Liar;2019-01-31;2019-02-01;1;complete;Jakarta Pusat
1226674;KELURAHAN CIDENG;Sampah;2019-01-31;2019-02-01;1;complete;Jakarta Pusat
1226663;KELURAHAN SENEN;PJU Rusak;2019-01-31;2019-02-01;1;complete;Jakarta Pusat
1226630;KELURAHAN CEMPAKA PUTIH BARAT;Mobilitas dan Akses;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226628;KELURAHAN GAMBIR;Iklan Liar;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226626;KELURAHAN CEMPAKA PUTIH TIMUR;Sampah;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226609;KELURAHAN PEGANGSAAN;Sampah;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226601;KELURAHAN CEMPAKA PUTIH BARAT;Parkir Liar;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226556;KELURAHAN CEMPAKA PUTIH TIMUR;Sampah;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226555;KELURAHAN CEMPAKA PUTIH TIMUR;Sampah;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226554;KELURAHAN PETAMBURAN;Sampah;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226550;KELURAHAN CEMPAKA PUTIH TIMUR;Iklan Liar;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226549;KELURAHAN PETAMBURAN;Sampah;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226503;KELURAHAN CEMPAKA BARU;Fogging DBD;2019-01-31;2019-02-04;4;complete;Jakarta Pusat
1226484;KELURAHAN KRAMAT;Sampah;2019-01-31;2019-02-01;1;complete;Jakarta Pusat
1226474;KELURAHAN MANGGA DUA SELATAN;Kaki Lima Liar;2019-01-31;2019-01-31;1;complete;Jakarta Pusat
1226468;KELURAHAN PETAMBURAN;Sampah;2019-01-30;2019-02-04;5;complete;Jakarta Pusat
1226356;KELURAHAN UTAN PANJANG;Iklan Liar;2019-01-30;2019-01-31;1;complete;Jakarta Pusat
1226355;KELURAHAN UTAN PANJANG;Sampah;2019-01-30;2019-01-31;1;complete;Jakarta Pusat
1226338;KELURAHAN KEMAYORAN;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226334;KELURAHAN KEMAYORAN;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226333;KELURAHAN KEMAYORAN;Iklan Liar;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226332;KELURAHAN KEMAYORAN;Iklan Liar;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226330;KELURAHAN KEMAYORAN;Iklan Liar;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226325;KELURAHAN KEMAYORAN;Iklan Liar;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226323;KELURAHAN GUNUNG SAHARI SELATAN;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226322;KELURAHAN GUNUNG SAHARI SELATAN;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226321;KELURAHAN GUNUNG SAHARI SELATAN;Pelanggaran;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226320;KELURAHAN GUNUNG SAHARI SELATAN;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226318;KELURAHAN GUNUNG SAHARI SELATAN;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226317;KELURAHAN GUNUNG SAHARI SELATAN;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226314;KELURAHAN PASAR BARU;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226310;KELURAHAN PASAR BARU;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226309;KELURAHAN PASAR BARU;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226288;KELURAHAN PEGANGSAAN;Iklan Liar;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226271;KELURAHAN GAMBIR;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226235;KELURAHAN CEMPAKA PUTIH TIMUR;Sampah;2019-01-30;2019-01-31;1;complete;Jakarta Pusat
1226231;KELURAHAN SUMUR BATU;Tanaman Bermasalah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226224;KELURAHAN PEGANGSAAN;Sampah;2019-01-30;2019-01-30;1;complete;Jakarta Pusat
1226184;KELURAHAN KWITANG;Tanaman Bermasalah;2019-01-30;2019-01-31;1;complete;Jakarta Pusat
1226089;KELURAHAN CEMPAKA PUTIH TIMUR;Mobilitas dan Akses;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226079;KELURAHAN CEMPAKA PUTIH TIMUR;Tanaman Bermasalah;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226074;KELURAHAN CEMPAKA PUTIH TIMUR;Mobilitas dan Akses;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226073;KELURAHAN CEMPAKA PUTIH TIMUR;Mobilitas dan Akses;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226036;KELURAHAN RAWASARI;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226034;KELURAHAN RAWASARI;Parkir Liar;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226033;KELURAHAN RAWASARI;Pelanggaran;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226031;KELURAHAN RAWASARI;Pelanggaran;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226029;KELURAHAN RAWASARI;Iklan Liar;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226030;KELURAHAN RAWASARI;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226024;KELURAHAN JOHAR BARU;Tanaman Bermasalah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226022;KELURAHAN JOHAR BARU;Tunawisma/Pengemis;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226021;KELURAHAN JOHAR BARU;Fasilitas Umum;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226017;KELURAHAN JOHAR BARU;Sampah;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226012;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226011;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226010;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226009;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226008;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226007;KELURAHAN CEMPAKA PUTIH BARAT;Pelanggaran;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226006;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226005;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-02-02;4;complete;Jakarta Pusat
1226004;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1226003;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-01-30;1;complete;Jakarta Pusat
1226002;KELURAHAN CEMPAKA PUTIH BARAT;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225856;KELURAHAN DURI PULO;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225846;KELURAHAN RAWASARI;Pelanggaran;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225782;KELURAHAN CEMPAKA PUTIH TIMUR;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225773;KELURAHAN GELORA;Mobilitas dan Akses;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225768;KELURAHAN KARET TENGSIN;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225766;KELURAHAN KARET TENGSIN;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225764;KELURAHAN KARET TENGSIN;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225761;KELURAHAN KARET TENGSIN;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225758;KELURAHAN BENDUNGAN HILIR;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225757;KELURAHAN BENDUNGAN HILIR;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225755;KELURAHAN BENDUNGAN HILIR;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225724;KELURAHAN KWITANG;Pelanggaran;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225751;KELURAHAN KEBON KELAPA;Tanaman Bermasalah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225749;KELURAHAN CEMPAKA PUTIH TIMUR;Tanaman Bermasalah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225748;KELURAHAN CEMPAKA PUTIH TIMUR;Tanaman Bermasalah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225742;KELURAHAN GAMBIR;Iklan Liar;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225706;KELURAHAN KWITANG;Tanaman Bermasalah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225700;KELURAHAN GAMBIR;Sampah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225692;KELURAHAN CIKINI;Tanaman Bermasalah;2019-01-29;2019-01-29;1;complete;Jakarta Pusat
1225682;KELURAHAN CIKINI;Pelanggaran Bangunan;2019-01-28;2019-01-29;1;complete;Jakarta Pusat
1225681;KELURAHAN CIKINI;Pelanggaran;2019-01-28;2019-01-29;1;complete;Jakarta Pusat
1225677;KELURAHAN GONDANGDIA;Tanaman Bermasalah;2019-01-28;2019-01-29;1;complete;Jakarta Pusat
1225669;KELURAHAN KARET TENGSIN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225660;KELURAHAN KARET TENGSIN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225654;KELURAHAN KARET TENGSIN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225647;KELURAHAN GAMBIR;Pelanggaran;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225644;KELURAHAN GAMBIR;Pelanggaran;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225582;KELURAHAN GAMBIR;Iklan Liar;2019-01-28;2019-01-29;1;complete;Jakarta Pusat
1225557;KELURAHAN HARAPAN MULYA;Sampah;2019-01-28;2019-02-06;9;complete;Jakarta Pusat
1225556;KELURAHAN HARAPAN MULYA;Pelanggaran;2019-01-28;2019-02-10;13;complete;Jakarta Pusat
1225501;KELURAHAN KARANG ANYAR;Potensi Banjir;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225412;KELURAHAN KARET TENGSIN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225410;KELURAHAN KARET TENGSIN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225401;KELURAHAN KARET TENGSIN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225400;KELURAHAN KARET TENGSIN;Pelanggaran;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225395;KELURAHAN KARET TENGSIN;Potensi Banjir;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225391;KELURAHAN BENDUNGAN HILIR;Pelanggaran;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225390;KELURAHAN BENDUNGAN HILIR;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225372;KELURAHAN PETAMBURAN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225368;KELURAHAN CEMPAKA PUTIH TIMUR;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225366;KELURAHAN CEMPAKA PUTIH TIMUR;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225365;KELURAHAN PASEBAN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225354;KELURAHAN DURI PULO;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225350;KELURAHAN CIDENG;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225349;KELURAHAN CIDENG;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225348;KELURAHAN CIDENG;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225343;KELURAHAN PETAMBURAN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225326;KELURAHAN PETAMBURAN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225320;KELURAHAN PETAMBURAN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225318;KELURAHAN PETAMBURAN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225302;KELURAHAN PETAMBURAN;Sampah;2019-01-28;2019-01-28;1;complete;Jakarta Pusat
1225200;KELURAHAN PEGANGSAAN;Pelanggaran Bangunan;2019-01-27;2019-01-27;1;complete;Jakarta Pusat
1225197;KELURAHAN GAMBIR;Iklan Liar;2019-01-27;2019-01-27;1;complete;Jakarta Pusat
1225161;KELURAHAN GONDANGDIA;Sampah;2019-01-27;2019-01-29;2;complete;Jakarta Pusat
1225157;KELURAHAN GAMBIR;Iklan Liar;2019-01-27;2019-01-27;1;complete;Jakarta Pusat
1224948;KELURAHAN MANGGA DUA SELATAN;Pelanggaran;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224945;KELURAHAN KEBON SIRIH;Tanaman Bermasalah;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224943;KELURAHAN KEBON SIRIH;Tanaman Bermasalah;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224939;KELURAHAN KEBON SIRIH;Iklan Liar;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224933;KELURAHAN KWITANG;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224936;KELURAHAN KWITANG;Iklan Liar;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224934;KELURAHAN KWITANG;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224931;KELURAHAN KWITANG;Fasilitas Umum;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224932;KELURAHAN KWITANG;Tanaman Bermasalah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224928;KELURAHAN KWITANG;Fasilitas Umum;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224927;KELURAHAN KWITANG;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224924;KELURAHAN KWITANG;Fasilitas Umum;2019-01-26;2019-01-28;2;complete;Jakarta Pusat
1224923;KELURAHAN KWITANG;Iklan Liar;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224922;KELURAHAN KWITANG;Fasilitas Umum;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224921;KELURAHAN KWITANG;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224920;KELURAHAN KWITANG;Fasilitas Umum;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224919;KELURAHAN KWITANG;Fasilitas Umum;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224918;KELURAHAN KWITANG;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224916;KELURAHAN KWITANG;Fasilitas Umum;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224915;KELURAHAN KWITANG;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224903;KELURAHAN GAMBIR;Iklan Liar;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224892;KELURAHAN SENEN;Tanaman Bermasalah;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224890;KELURAHAN SENEN;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224888;KELURAHAN SENEN;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224876;KELURAHAN KRAMAT;Tunawisma/Pengemis;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224854;KELURAHAN PEGANGSAAN;Iklan Liar;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224851;KELURAHAN MENTENG;Pelanggaran Ketertiban Umum;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224786;KELURAHAN GELORA;Iklan Liar;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224757;KELURAHAN GAMBIR;Sampah;2019-01-26;2019-01-29;3;complete;Jakarta Pusat
1224738;KELURAHAN GAMBIR;Potensi Banjir;2019-01-26;2019-01-27;1;complete;Jakarta Pusat
1224719;KELURAHAN GAMBIR;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224714;KELURAHAN GAMBIR;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224701;KELURAHAN GAMBIR;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224615;KELURAHAN KRAMAT;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224609;KELURAHAN TANAH TINGGI;Sampah;2019-01-26;2019-01-26;1;complete;Jakarta Pusat
1224581;KELURAHAN GAMBIR;Pelanggaran;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224476;KELURAHAN DURI PULO;Pelanggaran;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224475;KELURAHAN DURI PULO;Iklan Liar;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224474;KELURAHAN DURI PULO;Iklan Liar;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224473;KELURAHAN DURI PULO;Iklan Liar;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224472;KELURAHAN DURI PULO;Pelanggaran;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224471;KELURAHAN DURI PULO;Pelanggaran;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224468;KELURAHAN JOHAR BARU;Sampah;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224409;KELURAHAN PETAMBURAN;Sampah;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224408;KELURAHAN GAMBIR;Sampah;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224404;KELURAHAN GAMBIR;Sampah;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224402;KELURAHAN GAMBIR;Tanaman Bermasalah;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224375;KELURAHAN HARAPAN MULYA;Potensi Banjir;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224358;KELURAHAN TANAH TINGGI;Sampah;2019-01-25;2019-01-25;1;complete;Jakarta Pusat
1224350;KELURAHAN GONDANGDIA;PJU Rusak;2019-01-24;2019-01-26;2;complete;Jakarta Pusat
1224346;KELURAHAN TANAH TINGGI;Sampah;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224338;KELURAHAN GONDANGDIA;PJU Rusak;2019-01-24;2019-01-26;2;complete;Jakarta Pusat
1224284;KELURAHAN KRAMAT;Sampah;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224282;KELURAHAN KRAMAT;Iklan Liar;2019-01-24;2019-01-26;2;complete;Jakarta Pusat
1224280;KELURAHAN KRAMAT;Tanaman Bermasalah;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224279;KELURAHAN KRAMAT;Iklan Liar;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224276;KELURAHAN KRAMAT;Potensi Banjir;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224273;KELURAHAN KRAMAT;Fasilitas Umum;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224272;KELURAHAN KRAMAT;Iklan Liar;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224270;KELURAHAN SENEN;Tanaman Bermasalah;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224268;KELURAHAN SENEN;Iklan Liar;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224269;KELURAHAN SENEN;Iklan Liar;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224246;KELURAHAN PASAR BARU;Pelanggaran;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224245;KELURAHAN PASAR BARU;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224243;KELURAHAN PASAR BARU;Pelanggaran;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224240;KELURAHAN PASAR BARU;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224235;KELURAHAN PASAR BARU;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224229;KELURAHAN PASAR BARU;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224226;KELURAHAN PASAR BARU;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224224;KELURAHAN PASAR BARU;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224220;KELURAHAN PASAR BARU;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224219;KELURAHAN PASAR BARU;Pelanggaran;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224218;KELURAHAN PASAR BARU;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224210;KELURAHAN PETOJO SELATAN;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224209;KELURAHAN PETOJO SELATAN;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224121;KELURAHAN CEMPAKA PUTIH TIMUR;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224089;KELURAHAN PETAMBURAN;Mobilitas dan Akses;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224076;KELURAHAN GAMBIR;Potensi Banjir;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224067;KELURAHAN HARAPAN MULYA;Sampah;2019-01-24;2019-01-25;1;complete;Jakarta Pusat
1224057;KELURAHAN CEMPAKA PUTIH TIMUR;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1224021;KELURAHAN SUMUR BATU;Parkir Liar;2019-01-24;2019-02-05;12;complete;Jakarta Pusat
1224011;KELURAHAN KEBON SIRIH;Sampah;2019-01-24;2019-01-24;1;complete;Jakarta Pusat
1223997;KELURAHAN PASEBAN;Sampah;2019-01-23;2019-01-25;2;complete;Jakarta Pusat
1223929;KELURAHAN CEMPAKA PUTIH BARAT;PJU Rusak;2019-01-23;2019-01-23;1;complete;Jakarta Pusat
1223885;KELURAHAN GAMBIR;Pelanggaran;2019-01-23;2019-01-23;1;complete;Jakarta Pusat
1223835;KELURAHAN CIDENG;Sampah;2019-01-23;2019-01-23;1;complete;Jakarta Pusat
1223799;KELURAHAN BENDUNGAN HILIR;Mobilitas dan Akses;2019-01-23;2019-01-23;1;complete;Jakarta Pusat
1223770;KELURAHAN GAMBIR;Iklan Liar;2019-01-23;2019-01-23;1;complete;Jakarta Pusat
1223767;KELURAHAN GAMBIR;Iklan Liar;2019-01-23;2019-01-23;1;complete;Jakarta Pusat
1223748;KELURAHAN GAMBIR;Sampah;2019-01-23;2019-01-23;1;complete;Jakarta Pusat
1223648;KELURAHAN GAMBIR;Tanaman Bermasalah;2019-01-23;2019-01-23;1;complete;Jakarta Pusat
1223622;KELURAHAN CEMPAKA PUTIH TIMUR;Tanaman Bermasalah;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223615;KELURAHAN SUMUR BATU;Pungutan Liar;2019-01-22;2019-02-06;15;complete;Jakarta Pusat
1223613;KELURAHAN KENARI;Pelanggaran;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223610;KELURAHAN CIKINI;Iklan Liar;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223607;KELURAHAN CIKINI;Sampah;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223604;KELURAHAN CIKINI;Parkir Liar;2019-01-22;2019-01-25;3;complete;Jakarta Pusat
1223606;KELURAHAN KRAMAT;Sampah;2019-01-22;2019-01-30;8;complete;Jakarta Pusat
1223605;KELURAHAN KRAMAT;Fasilitas Umum;2019-01-22;2019-01-22;1;complete;Jakarta Pusat
1223603;KELURAHAN CIKINI;Fasilitas Umum;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223601;KELURAHAN CIKINI;Kaki Lima Liar;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223599;KELURAHAN CIKINI;Tanaman Bermasalah;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223597;KELURAHAN CIKINI;Pelanggaran;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223594;KELURAHAN KENARI;Sampah;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223592;KELURAHAN KENARI;Fasilitas Umum;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223589;KELURAHAN KENARI;Fasilitas Umum;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223590;KELURAHAN KENARI;Iklan Liar;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223591;KELURAHAN KENARI;Potensi Banjir;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223586;KELURAHAN KENARI;Sampah;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223587;KELURAHAN KENARI;Sampah;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223583;KELURAHAN KENARI;Iklan Liar;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223577;KELURAHAN PASEBAN;Iklan Liar;2019-01-22;2019-01-22;1;complete;Jakarta Pusat
1223575;KELURAHAN RAWASARI;Iklan Liar;2019-01-22;2019-01-24;2;complete;Jakarta Pusat
1223574;KELURAHAN RAWASARI;Sampah;2019-01-22;2019-01-22;1;complete;Jakarta Pusat
1223572;KELURAHAN RAWASARI;Sampah;2019-01-22;2019-01-22;1;complete;Jakarta Pusat
1223571;KELURAHAN KRAMAT;Sampah;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223562;KELURAHAN CEMPAKA BARU;Potensi Banjir;2019-01-22;2019-01-22;1;complete;Jakarta Pusat
1223500;KELURAHAN KRAMAT;Tanaman Bermasalah;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
1223468;KELURAHAN PASAR BARU;Tanaman Bermasalah;2019-01-22;2019-01-22;1;complete;Jakarta Pusat
1223462;KELURAHAN PASAR BARU;Sampah;2019-01-22;2019-01-22;1;complete;Jakarta Pusat
1223463;KELURAHAN PASAR BARU;Iklan Liar;2019-01-22;2019-01-22;1;complete;Jakarta Pusat
1223464;KELURAHAN KRAMAT;Tanaman Bermasalah;2019-01-22;2019-01-23;1;complete;Jakarta Pusat
